# STN,YYYYMMDD,   FG,  FXX,   TG,   DR,  VVN
257,20230317,     ,     ,106,1,     
257,20230318,     ,     ,120,19,     
257,20230319,     ,     ,79,0,     
257,20230320,     ,     ,78,80,     
257,20230321,     ,     ,96,31,     
257,20230322,     ,     ,106,75,     
257,20230323,     ,     ,113,62,     
257,20230324,     ,     ,97,11,     
257,20230325,     ,     ,87,15,     
257,20230326,     ,     ,65,0,     
257,20230327,     ,     ,51,0,     
257,20230328,     ,     ,61,32,     
257,20230329,     ,     ,107,1,     
257,20230330,     ,     ,104,0,     
257,20230331,     ,     ,104,158,     
257,20230401,     ,     ,87,29,     
257,20230402,     ,     ,57,0,     
257,20230403,     ,     ,51,0,     
257,20230404,     ,     ,41,0,     
257,20230405,     ,     ,46,0,     
257,20230406,     ,     ,77,76,     
257,20230407,     ,     ,82,2,     
257,20230408,     ,     ,77,0,     
257,20230409,     ,     ,99,0,     
257,20230410,     ,     ,108,42,     
257,20230411,     ,     ,94,20,     
257,20230412,     ,     ,90,67,     
257,20230413,     ,     ,88,19,     
257,20230414,     ,     ,99,0,     
257,20230415,     ,     ,90,5,     
257,20230416,     ,     ,81,31,     
257,20230417,     ,     ,92,0,     
257,20230418,     ,     ,96,0,     
257,20230419,     ,     ,102,0,     
257,20230420,     ,     ,86,21,     
257,20230421,     ,     ,110,61,     
257,20230422,     ,     ,91,18,     
257,20230423,     ,     ,114,83,     
257,20230424,     ,     ,84,70,     
257,20230425,     ,     ,71,7,     
257,20230426,     ,     ,61,0,     
257,20230427,     ,     ,83,0,     
257,20230428,     ,     ,94,18,     
257,20230429,     ,     ,97,0,     
257,20230430,     ,     ,112,0,     
257,20230501,     ,     ,105,0,     
257,20230502,     ,     ,80,0,     
257,20230503,     ,     ,84,0,     
257,20230504,     ,     ,139,0,     
257,20230505,     ,     ,139,0,     
257,20230506,     ,     ,147,35,     
257,20230507,     ,     ,149,6,     
257,20230508,     ,     ,122,0,     
257,20230509,     ,     ,132,121,     
257,20230510,     ,     ,113,0,     
257,20230511,     ,     ,122,16,     
257,20230512,     ,     ,153,20,     
257,20230513,     ,     ,135,0,     
257,20230514,     ,     ,108,0,     
257,20230515,     ,     ,105,0,     
257,20230516,     ,     ,111,0,     
257,20230517,     ,     ,95,0,     
257,20230518,     ,     ,98,0,     
257,20230519,     ,     ,131,0,     
257,20230520,     ,     ,148,0,     
257,20230521,     ,     ,147,0,     
257,20230522,     ,     ,150,0,     
257,20230523,     ,     ,111,0,     
257,20230524,     ,     ,120,0,     
257,20230525,     ,     ,120,0,     
257,20230526,     ,     ,113,0,     
257,20230527,     ,     ,130,0,     
257,20230528,     ,     ,141,0,     
257,20230529,     ,     ,115,0,     
257,20230530,     ,     ,121,0,     
257,20230531,     ,     ,142,0,     
257,20230601,     ,     ,117,0,     
257,20230602,     ,     ,128,0,     
257,20230603,     ,     ,160,0,     
257,20230604,     ,     ,139,0,     
257,20230605,     ,     ,117,0,     
257,20230606,     ,     ,134,0,     
257,20230607,     ,     ,143,0,     
257,20230608,     ,     ,159,0,     
257,20230609,     ,     ,204,0,     
257,20230610,     ,     ,223,0,     
257,20230611,     ,     ,247,0,     
257,20230612,     ,     ,239,0,     
257,20230613,     ,     ,219,0,     
257,20230614,     ,     ,205,0,     
257,20230615,     ,     ,186,0,     
257,20230616,     ,     ,174,0,     
257,20230617,     ,     ,176,0,     
257,20230618,     ,     ,226,0,     
257,20230619,     ,     ,185,0,     
257,20230620,     ,     ,218,25,     
257,20230621,     ,     ,173,0,     
257,20230622,     ,     ,189,0,     
257,20230623,     ,     ,185,0,     
257,20230624,     ,     ,191,0,     
257,20230625,     ,     ,243,0,     
257,20230626,     ,     ,184,0,     
257,20230627,     ,     ,174,36,     
257,20230628,     ,     ,182,47,     
257,20230629,     ,     ,174,4,     
257,20230630,     ,     ,177,11,     
257,20230701,     ,     ,173,80,     
257,20230702,     ,     ,171,0,     
257,20230703,     ,     ,167,5,     
257,20230704,     ,     ,166,15,     
257,20230705,     ,     ,149,78,     
257,20230706,     ,     ,172,0,     
257,20230707,     ,     ,214,0,     
257,20230708,     ,     ,230,0,     
257,20230709,     ,     ,200,10,     
257,20230710,     ,     ,192,0,     
257,20230711,     ,     ,198,0,     
257,20230712,     ,     ,182,9,     
257,20230713,     ,     ,184,0,     
257,20230714,     ,     ,194,0,     
257,20230715,     ,     ,199,5,     
257,20230716,     ,     ,186,6,     
257,20230717,     ,     ,180,1,     
257,20230718,     ,     ,177,0,     
257,20230719,     ,     ,168,20,     
257,20230720,     ,     ,158,0,     
257,20230721,     ,     ,160,0,     
257,20230722,     ,     ,169,56,     
257,20230723,     ,     ,177,80,     
257,20230724,     ,     ,168,17,     
257,20230725,     ,     ,160,0,     
257,20230726,     ,     ,171,6,     
257,20230727,     ,     ,173,88,     
257,20230728,     ,     ,190,0,     
257,20230729,     ,     ,189,7,     
257,20230730,     ,     ,180,29,     
257,20230731,     ,     ,180,69,     
257,20230801,     ,     ,173,9,     
257,20230802,     ,     ,171,75,     
257,20230803,     ,     ,173,9,     
257,20230804,     ,     ,170,11,     
257,20230805,     ,     ,156,38,     
257,20230806,     ,     ,150,101,     
257,20230807,     ,     ,163,14,     
257,20230808,     ,     ,164,15,     
257,20230809,     ,     ,169,0,     
257,20230810,     ,     ,175,0,     
257,20230811,     ,     ,202,0,     
257,20230812,     ,     ,191,18,     
257,20230813,     ,     ,189,0,     
257,20230814,     ,     ,203,0,     
257,20230815,     ,     ,179,0,     
257,20230816,     ,     ,181,0,     
257,20230817,     ,     ,181,0,     
257,20230818,     ,     ,202,0,     
257,20230819,     ,     ,213,0,     
257,20230820,     ,     ,183,0,     
257,20230821,     ,     ,174,0,     
257,20230822,     ,     ,188,0,     
257,20230823,     ,     ,185,0,     
257,20230824,     ,     ,193,17,     
257,20230825,     ,     ,187,0,     
257,20230826,     ,     ,164,45,     
257,20230827,     ,     ,156,58,     
257,20230828,     ,     ,163,2,     
257,20230829,     ,     ,161,0,     
257,20230830,     ,     ,156,46,     
257,20230831,     ,     ,153,19,     
257,20230901,     ,     ,163,62,     
257,20230902,     ,     ,171,16,     
257,20230903,     ,     ,162,0,     
257,20230904,     ,     ,182,0,     
257,20230905,     ,     ,213,0,     
257,20230906,     ,     ,223,0,     
257,20230907,     ,     ,222,0,     
257,20230908,     ,     ,211,0,     
257,20230909,     ,     ,208,0,     
257,20230910,     ,     ,244,0,     
257,20230911,     ,     ,210,10,     
257,20230912,     ,     ,194,8,     
257,20230913,     ,     ,150,8,     
257,20230914,     ,     ,152,0,     
257,20230915,     ,     ,167,0,     
257,20230916,     ,     ,185,0,     
257,20230917,     ,     ,175,5,     
257,20230918,     ,     ,190,28,     
257,20230919,     ,     ,176,36,     
257,20230920,     ,     ,191,0,     
257,20230921,     ,     ,156,107,     
257,20230922,     ,     ,134,81,     
257,20230923,     ,     ,145,23,     
257,20230924,     ,     ,164,0,     
257,20230925,     ,     ,158,2,     
257,20230926,     ,     ,185,0,     
257,20230927,     ,     ,193,0,     
257,20230928,     ,     ,180,0,     
257,20230929,     ,     ,174,6,     
257,20230930,     ,     ,174,0,     
258,20230101,90,200,     ,     ,     
258,20230102,62,110,     ,     ,     
258,20230103,80,170,     ,     ,     
258,20230104,141,210,     ,     ,     
258,20230105,81,150,     ,     ,     
258,20230106,86,200,     ,     ,     
258,20230107,99,160,     ,     ,     
258,20230108,89,140,     ,     ,     
258,20230109,73,120,     ,     ,     
258,20230110,105,200,     ,     ,     
258,20230111,108,210,     ,     ,     
258,20230112,138,210,     ,     ,     
258,20230113,141,220,     ,     ,     
258,20230114,115,200,     ,     ,     
258,20230115,135,250,     ,     ,     
258,20230116,80,180,     ,     ,     
258,20230117,77,160,     ,     ,     
258,20230118,103,200,     ,     ,     
258,20230119,65,160,     ,     ,     
258,20230120,78,110,     ,     ,     
258,20230121,40,100,     ,     ,     
258,20230122,73,130,     ,     ,     
258,20230123,49,70,     ,     ,     
258,20230124,45,90,     ,     ,     
258,20230125,53,110,     ,     ,     
258,20230126,63,120,     ,     ,     
258,20230127,65,140,     ,     ,     
258,20230128,38,80,     ,     ,     
258,20230129,93,150,     ,     ,     
258,20230130,105,200,     ,     ,     
258,20230131,100,190,     ,     ,     
258,20230201,118,190,     ,     ,     
258,20230202,81,130,     ,     ,     
258,20230203,91,180,     ,     ,     
258,20230204,23,60,     ,     ,     
258,20230205,82,190,     ,     ,     
258,20230206,29,50,     ,     ,     
258,20230207,33,60,     ,     ,     
258,20230208,42,70,     ,     ,     
258,20230209,73,120,     ,     ,     
258,20230210,76,130,     ,     ,     
258,20230211,56,100,     ,     ,     
258,20230212,24,50,     ,     ,     
258,20230213,38,70,     ,     ,     
258,20230214,26,50,     ,     ,     
258,20230215,48,100,     ,     ,     
258,20230216,75,110,     ,     ,     
258,20230217,97,210,     ,     ,     
258,20230218,95,180,     ,     ,     
258,20230219,61,120,     ,     ,     
258,20230220,113,180,     ,     ,     
258,20230221,50,110,     ,     ,     
258,20230222,40,70,     ,     ,     
258,20230223,46,130,     ,     ,     
258,20230224,100,190,     ,     ,     
258,20230225,100,190,     ,     ,     
258,20230226,85,160,     ,     ,     
258,20230227,55,110,     ,     ,     
258,20230228,40,80,     ,     ,     
258,20230301,48,110,     ,     ,     
258,20230302,73,120,     ,     ,     
258,20230303,47,110,     ,     ,     
258,20230304,63,120,     ,     ,     
258,20230305,45,90,     ,     ,     
258,20230306,79,190,     ,     ,     
258,20230307,65,150,     ,     ,     
258,20230308,60,120,     ,     ,     
258,20230309,75,150,     ,     ,     
258,20230310,122,220,     ,     ,     
258,20230311,48,130,     ,     ,     
258,20230312,81,130,     ,     ,     
258,20230313,148,290,     ,     ,     
258,20230314,100,170,     ,     ,     
258,20230315,58,130,     ,     ,     
258,20230316,85,140,     ,     ,     
258,20230317,49,100,     ,     ,     
258,20230318,47,120,     ,     ,     
258,20230319,48,90,     ,     ,     
258,20230320,78,120,     ,     ,     
258,20230321,78,140,     ,     ,     
258,20230322,104,170,     ,     ,     
258,20230323,103,220,     ,     ,     
258,20230324,123,220,     ,     ,     
258,20230325,134,240,     ,     ,     
258,20230326,80,150,     ,     ,     
258,20230327,83,180,     ,     ,     
258,20230328,70,130,     ,     ,     
258,20230329,65,110,     ,     ,     
258,20230330,104,170,     ,     ,     
258,20230331,70,140,     ,     ,     
258,20230401,81,160,     ,     ,     
258,20230402,105,170,     ,     ,     
258,20230403,84,120,     ,     ,     
258,20230404,44,100,     ,     ,     
258,20230405,40,70,     ,     ,     
258,20230406,70,150,     ,     ,     
258,20230407,34,100,     ,     ,     
258,20230408,52,80,     ,     ,     
258,20230409,41,70,     ,     ,     
258,20230410,89,170,     ,     ,     
258,20230411,98,180,     ,     ,     
258,20230412,94,190,     ,     ,     
258,20230413,106,190,     ,     ,     
258,20230414,51,100,     ,     ,     
258,20230415,92,150,     ,     ,     
258,20230416,74,120,     ,     ,     
258,20230417,66,130,     ,     ,     
258,20230418,93,150,     ,     ,     
258,20230419,108,160,     ,     ,     
258,20230420,102,170,     ,     ,     
258,20230421,61,170,     ,     ,     
258,20230422,40,80,     ,     ,     
258,20230423,50,110,     ,     ,     
258,20230424,95,180,     ,     ,     
258,20230425,75,160,     ,     ,     
258,20230426,41,90,     ,     ,     
258,20230427,47,130,     ,     ,     
258,20230428,73,130,     ,     ,     
258,20230429,63,100,     ,     ,     
258,20230430,38,60,     ,     ,     
258,20230501,40,130,     ,     ,     
258,20230502,70,130,     ,     ,     
258,20230503,68,130,     ,     ,     
258,20230504,79,130,     ,     ,     
258,20230505,36,70,     ,     ,     
258,20230506,32,130,     ,     ,     
258,20230507,46,90,     ,     ,     
258,20230508,34,90,     ,     ,     
258,20230509,58,110,     ,     ,     
258,20230510,42,70,     ,     ,     
258,20230511,51,110,     ,     ,     
258,20230512,70,130,     ,     ,     
258,20230513,78,120,     ,     ,     
258,20230514,64,120,     ,     ,     
258,20230515,65,190,     ,     ,     
258,20230516,80,150,     ,     ,     
258,20230517,65,110,     ,     ,     
258,20230518,65,120,     ,     ,     
258,20230519,76,140,     ,     ,     
258,20230520,84,140,     ,     ,     
258,20230521,70,110,     ,     ,     
258,20230522,73,160,     ,     ,     
258,20230523,98,160,     ,     ,     
258,20230524,60,90,     ,     ,     
258,20230525,74,130,     ,     ,     
258,20230526,90,130,     ,     ,     
258,20230527,62,110,     ,     ,     
258,20230528,85,150,     ,     ,     
258,20230529,98,140,     ,     ,     
258,20230530,77,130,     ,     ,     
258,20230531,79,130,     ,     ,     
258,20230601,80,120,     ,     ,     
258,20230602,78,130,     ,     ,     
258,20230603,74,130,     ,     ,     
258,20230604,75,120,     ,     ,     
258,20230605,77,120,     ,     ,     
258,20230606,80,110,     ,     ,     
258,20230607,71,110,     ,     ,     
258,20230608,79,120,     ,     ,     
258,20230609,67,110,     ,     ,     
258,20230610,65,100,     ,     ,     
258,20230611,54,80,     ,     ,     
258,20230612,58,100,     ,     ,     
258,20230613,78,130,     ,     ,     
258,20230614,79,120,     ,     ,     
258,20230615,59,100,     ,     ,     
258,20230616,52,90,     ,     ,     
258,20230617,38,90,     ,     ,     
258,20230618,51,110,     ,     ,     
258,20230619,76,170,     ,     ,     
258,20230620,57,220,     ,     ,     
258,20230621,60,130,     ,     ,     
258,20230622,73,140,     ,     ,     
258,20230623,49,110,     ,     ,     
258,20230624,51,80,     ,     ,     
258,20230625,37,80,     ,     ,     
258,20230626,81,140,     ,     ,     
258,20230627,65,120,     ,     ,     
258,20230628,55,90,     ,     ,     
258,20230629,68,120,     ,     ,     
258,20230630,76,160,     ,     ,     
258,20230701,102,180,     ,     ,     
258,20230702,100,160,     ,     ,     
258,20230703,111,210,     ,     ,     
258,20230704,82,150,     ,     ,     
258,20230705,134,360,     ,     ,     
258,20230706,55,100,     ,     ,     
258,20230707,52,120,     ,     ,     
258,20230708,59,110,     ,     ,     
258,20230709,52,140,     ,     ,     
258,20230710,50,110,     ,     ,     
258,20230711,62,130,     ,     ,     
258,20230712,98,150,     ,     ,     
258,20230713,85,140,     ,     ,     
258,20230714,62,120,     ,     ,     
258,20230715,95,250,     ,     ,     
258,20230716,133,210,     ,     ,     
258,20230717,97,140,     ,     ,     
258,20230718,48,90,     ,     ,     
258,20230719,46,90,     ,     ,     
258,20230720,33,80,     ,     ,     
258,20230721,54,120,     ,     ,     
258,20230722,85,190,     ,     ,     
258,20230723,110,190,     ,     ,     
258,20230724,82,140,     ,     ,     
258,20230725,67,140,     ,     ,     
258,20230726,65,150,     ,     ,     
258,20230727,80,130,     ,     ,     
258,20230728,61,110,     ,     ,     
258,20230729,83,150,     ,     ,     
258,20230730,109,170,     ,     ,     
258,20230731,105,170,     ,     ,     
258,20230801,96,170,     ,     ,     
258,20230802,93,180,     ,     ,     
258,20230803,75,170,     ,     ,     
258,20230804,52,100,     ,     ,     
258,20230805,62,150,     ,     ,     
258,20230806,82,170,     ,     ,     
258,20230807,102,180,     ,     ,     
258,20230808,86,170,     ,     ,     
258,20230809,50,110,     ,     ,     
258,20230810,31,60,     ,     ,     
258,20230811,50,110,     ,     ,     
258,20230812,68,150,     ,     ,     
258,20230813,73,130,     ,     ,     
258,20230814,40,80,     ,     ,     
258,20230815,49,90,     ,     ,     
258,20230816,58,140,     ,     ,     
258,20230817,88,130,     ,     ,     
258,20230818,47,90,     ,     ,     
258,20230819,61,130,     ,     ,     
258,20230820,46,80,     ,     ,     
258,20230821,26,70,     ,     ,     
258,20230822,55,90,     ,     ,     
258,20230823,49,100,     ,     ,     
258,20230824,47,90,     ,     ,     
258,20230825,47,90,     ,     ,     
258,20230826,65,170,     ,     ,     
258,20230827,76,140,     ,     ,     
258,20230828,41,90,     ,     ,     
258,20230829,35,90,     ,     ,     
258,20230830,70,120,     ,     ,     
258,20230831,56,120,     ,     ,     
258,20230901,34,60,     ,     ,     
258,20230902,49,90,     ,     ,     
258,20230903,23,50,     ,     ,     
258,20230904,43,70,     ,     ,     
258,20230905,48,80,     ,     ,     
258,20230906,38,60,     ,     ,     
258,20230907,50,80,     ,     ,     
258,20230908,27,70,     ,     ,     
258,20230909,23,50,     ,     ,     
258,20230910,39,70,     ,     ,     
258,20230911,51,100,     ,     ,     
258,20230912,42,70,     ,     ,     
258,20230913,72,240,     ,     ,     
258,20230914,36,70,     ,     ,     
258,20230915,50,80,     ,     ,     
258,20230916,47,110,     ,     ,     
258,20230917,58,110,     ,     ,     
258,20230918,95,200,     ,     ,     
258,20230919,143,230,     ,     ,     
258,20230920,115,190,     ,     ,     
258,20230921,52,160,     ,     ,     
258,20230922,75,150,     ,     ,     
258,20230923,66,140,     ,     ,     
258,20230924,68,110,     ,     ,     
258,20230925,61,130,     ,     ,     
258,20230926,38,70,     ,     ,     
258,20230927,44,110,     ,     ,     
258,20230928,63,150,     ,     ,     
258,20230929,65,130,     ,     ,     
258,20230930,48,80,     ,     ,     
260,20230101,54,190,124,48,59
260,20230102,36,120,88,28,58
260,20230103,42,120,63,15,0
260,20230104,76,180,116,87,24
260,20230105,45,120,108,12,44
260,20230106,48,140,106,25,36
260,20230107,57,130,104,17,57
260,20230108,43,110,84,9,70
260,20230109,40,120,70,36,49
260,20230110,54,150,70,68,42
260,20230111,62,200,100,52,31
260,20230112,75,170,103,186,30
260,20230113,68,170,87,25,59
260,20230114,59,170,84,117,31
260,20230115,63,180,62,19,67
260,20230116,40,150,41,116,57
260,20230117,24,130,14,9,65
260,20230118,42,120,17,26,23
260,20230119,32,100,30,39,27
260,20230120,31,70,4,43,10
260,20230121,20,50,-14,0,1
260,20230122,26,70,4,0,57
260,20230123,24,70,26,0,56
260,20230124,27,70,17,0,61
260,20230125,21,60,-7,0,10
260,20230126,33,100,41,32,2
260,20230127,39,100,40,0,70
260,20230128,16,50,32,0,67
260,20230129,45,120,43,0,58
260,20230130,49,160,67,21,57
260,20230131,46,130,64,0,58
260,20230201,65,190,78,8,62
260,20230202,45,120,83,49,31
260,20230203,49,150,92,4,56
260,20230204,12,60,73,3,36
260,20230205,45,160,65,11,50
260,20230206,15,60,31,0,12
260,20230207,15,40,-3,0,26
260,20230208,21,50,1,0,58
260,20230209,26,60,18,0,5
260,20230210,34,100,36,0,7
260,20230211,28,80,77,0,56
260,20230212,13,40,71,0,59
260,20230213,20,50,67,0,9
260,20230214,17,50,40,0,1
260,20230215,23,60,53,0,4
260,20230216,40,110,83,47,17
260,20230217,61,160,104,2,49
260,20230218,53,160,103,56,11
260,20230219,34,110,78,25,58
260,20230220,56,120,81,0,56
260,20230221,28,90,79,0,14
260,20230222,26,80,70,9,2
260,20230223,21,90,64,23,8
260,20230224,34,110,44,29,31
260,20230225,36,130,35,7,20
260,20230226,38,140,25,0,70
260,20230227,32,120,17,0,65
260,20230228,24,80,23,8,56
260,20230301,28,90,16,0,45
260,20230302,37,90,35,0,32
260,20230303,29,80,43,0,4
260,20230304,28,100,58,4,38
260,20230305,18,60,40,6,70
260,20230306,35,120,40,54,48
260,20230307,26,90,21,101,48
260,20230308,30,80,4,91,2
260,20230309,32,90,16,108,25
260,20230310,40,170,17,140,9
260,20230311,18,60,17,0,65
260,20230312,44,140,70,34,29
260,20230313,71,220,127,34,50
260,20230314,49,140,66,54,57
260,20230315,23,70,49,0,61
260,20230316,47,120,86,8,70
260,20230317,28,70,116,0,70
260,20230318,32,120,122,10,62
260,20230319,28,80,94,0,29
260,20230320,42,100,83,85,19
260,20230321,44,110,106,50,17
260,20230322,57,140,108,43,56
260,20230323,58,140,127,78,56
260,20230324,62,170,113,25,63
260,20230325,63,190,94,37,61
260,20230326,35,130,72,47,50
260,20230327,35,140,44,6,70
260,20230328,33,100,45,22,41
260,20230329,35,90,106,0,60
260,20230330,64,180,129,2,63
260,20230331,49,130,107,144,56
260,20230401,43,110,93,124,24
260,20230402,46,110,58,0,68
260,20230403,39,110,46,0,70
260,20230404,21,60,47,0,65
260,20230405,15,60,48,0,3
260,20230406,35,110,67,96,29
260,20230407,21,70,86,5,19
260,20230408,22,70,91,0,1
260,20230409,28,70,109,0,57
260,20230410,48,140,105,48,59
260,20230411,53,160,104,10,62
260,20230412,50,150,90,85,60
260,20230413,46,140,84,31,61
260,20230414,31,100,91,0,65
260,20230415,49,120,89,7,56
260,20230416,35,90,89,0,47
260,20230417,35,90,102,0,47
260,20230418,50,120,96,0,75
260,20230419,60,150,109,0,75
260,20230420,49,120,89,21,61
260,20230421,34,160,107,40,4
260,20230422,15,60,89,36,0
260,20230423,38,130,115,43,12
260,20230424,43,130,86,72,56
260,20230425,31,120,64,4,65
260,20230426,17,60,52,0,2
260,20230427,29,80,79,0,8
260,20230428,34,90,106,42,20
260,20230429,30,80,111,0,58
260,20230430,19,60,110,0,2
260,20230501,20,90,118,7,57
260,20230502,33,90,92,0,66
260,20230503,31,90,93,0,62
260,20230504,39,100,149,0,75
260,20230505,20,80,138,46,9
260,20230506,19,110,148,10,1
260,20230507,18,80,152,25,1
260,20230508,16,60,148,0,1
260,20230509,25,80,137,144,18
260,20230510,18,70,130,22,16
260,20230511,16,70,132,11,5
260,20230512,37,150,155,32,37
260,20230513,36,100,164,0,69
260,20230514,29,80,146,0,57
260,20230515,33,110,113,0,13
260,20230516,32,90,107,0,65
260,20230517,30,90,105,0,65
260,20230518,31,90,102,0,65
260,20230519,34,100,138,0,65
260,20230520,46,140,159,0,75
260,20230521,38,100,169,0,57
260,20230522,31,100,180,0,13
260,20230523,44,130,124,0,60
260,20230524,27,80,116,0,58
260,20230525,33,100,120,0,56
260,20230526,43,110,124,0,63
260,20230527,30,80,147,0,63
260,20230528,41,130,157,0,62
260,20230529,47,120,128,0,70
260,20230530,37,100,127,0,70
260,20230531,42,110,154,0,65
260,20230601,44,100,125,0,70
260,20230602,34,90,139,0,70
260,20230603,39,120,166,0,70
260,20230604,39,100,159,0,70
260,20230605,39,90,145,0,70
260,20230606,40,90,157,0,70
260,20230607,34,90,159,0,70
260,20230608,41,110,178,0,62
260,20230609,38,100,218,0,73
260,20230610,35,100,236,0,80
260,20230611,35,130,245,0,75
260,20230612,36,120,243,0,80
260,20230613,43,130,224,0,80
260,20230614,40,120,203,0,75
260,20230615,24,80,200,0,65
260,20230616,22,90,191,0,65
260,20230617,16,50,205,0,60
260,20230618,26,80,219,0,70
260,20230619,40,130,213,0,65
260,20230620,31,130,221,55,50
260,20230621,28,100,208,0,31
260,20230622,25,70,189,56,50
260,20230623,23,70,202,0,31
260,20230624,19,60,213,0,9
260,20230625,25,90,245,0,61
260,20230626,36,110,192,0,65
260,20230627,26,90,177,37,64
260,20230628,24,70,184,56,44
260,20230629,30,100,186,4,58
260,20230630,32,100,176,0,41
260,20230701,44,120,176,30,35
260,20230702,45,130,173,0,68
260,20230703,49,150,166,27,61
260,20230704,35,130,168,23,61
260,20230705,52,180,143,83,50
260,20230706,29,100,169,3,62
260,20230707,30,80,210,0,20
260,20230708,24,70,247,0,65
260,20230709,22,150,220,5,49
260,20230710,25,90,205,0,65
260,20230711,33,120,215,5,65
260,20230712,45,120,188,9,63
260,20230713,34,120,178,12,61
260,20230714,30,80,193,0,65
260,20230715,41,140,210,6,70
260,20230716,57,170,191,0,75
260,20230717,40,120,173,9,65
260,20230718,22,70,180,0,65
260,20230719,21,90,177,8,62
260,20230720,18,60,171,0,41
260,20230721,22,120,156,5,2
260,20230722,29,100,154,56,1
260,20230723,45,150,180,26,43
260,20230724,36,100,169,3,65
260,20230725,28,100,150,0,5
260,20230726,25,100,154,13,7
260,20230727,40,110,170,126,29
260,20230728,33,90,198,2,37
260,20230729,38,120,188,11,65
260,20230730,48,140,174,49,56
260,20230731,48,130,171,115,32
260,20230801,39,130,171,15,64
260,20230802,46,150,173,66,41
260,20230803,35,110,170,27,57
260,20230804,22,90,165,3,22
260,20230805,29,100,152,30,50
260,20230806,37,130,146,142,28
260,20230807,41,120,154,18,58
260,20230808,36,130,159,21,46
260,20230809,28,100,162,0,2
260,20230810,18,60,178,0,65
260,20230811,26,90,209,0,60
260,20230812,31,110,195,36,31
260,20230813,27,80,180,2,26
260,20230814,22,80,195,0,1
260,20230815,25,90,186,0,59
260,20230816,30,90,187,0,13
260,20230817,39,90,181,0,70
260,20230818,28,60,210,0,62
260,20230819,27,110,218,0,65
260,20230820,19,60,198,0,10
260,20230821,15,80,197,0,64
260,20230822,19,70,182,0,4
260,20230823,20,70,188,0,7
260,20230824,21,70,205,6,33
260,20230825,19,70,192,12,1
260,20230826,31,100,159,13,50
260,20230827,30,100,150,17,62
260,20230828,17,70,158,0,2
260,20230829,14,50,141,3,4
260,20230830,28,90,139,31,47
260,20230831,27,110,152,32,56
260,20230901,15,50,159,16,16
260,20230902,14,60,165,0,0
260,20230903,10,40,161,0,4
260,20230904,21,60,178,0,3
260,20230905,28,80,210,0,65
260,20230906,19,60,217,0,2
260,20230907,23,80,207,0,3
260,20230908,15,60,216,0,0
260,20230909,10,40,207,0,0
260,20230910,20,60,233,0,16
260,20230911,21,70,220,8,1
260,20230912,13,50,197,0,0
260,20230913,30,130,166,4,29
260,20230914,15,60,141,0,4
260,20230915,18,70,149,0,4
260,20230916,20,70,181,0,6
260,20230917,23,70,166,56,1
260,20230918,45,160,186,24,60
260,20230919,62,180,166,14,70
260,20230920,50,160,185,0,70
260,20230921,25,100,155,125,39
260,20230922,36,140,140,27,45
260,20230923,29,90,134,16,42
260,20230924,31,100,139,0,57
260,20230925,24,70,158,0,5
260,20230926,20,60,159,0,50
260,20230927,24,70,174,0,1
260,20230928,30,90,170,0,64
260,20230929,31,100,158,4,21
260,20230930,19,70,147,0,7
267,20230101,83,200,97,65,33
267,20230102,48,90,69,28,9
267,20230103,68,170,56,10,3
267,20230104,123,220,99,103,28
267,20230105,65,160,89,6,30
267,20230106,69,170,84,23,18
267,20230107,82,150,88,1,56
267,20230108,75,130,75,0,65
267,20230109,58,130,65,17,62
267,20230110,89,190,68,82,21
267,20230111,88,210,87,26,56
267,20230112,110,200,96,70,15
267,20230113,118,210,82,35,58
267,20230114,94,190,74,105,23
267,20230115,107,230,60,29,56
267,20230116,67,180,38,117,46
267,20230117,71,190,32,10,50
267,20230118,76,180,32,55,57
267,20230119,69,160,37,10,56
267,20230120,54,100,13,0,39
267,20230121,20,60,2,0,1
267,20230122,41,90,17,0,65
267,20230123,26,50,24,0,58
267,20230124,25,60,16,0,50
267,20230125,46,110,6,23,13
267,20230126,50,100,44,16,12
267,20230127,42,120,31,0,70
267,20230128,31,80,29,0,65
267,20230129,65,130,50,11,17
267,20230130,98,190,57,19,50
267,20230131,88,160,61,0,59
267,20230201,108,190,62,0,60
267,20230202,70,140,67,80,41
267,20230203,82,160,70,0,58
267,20230204,26,60,61,13,33
267,20230205,74,150,60,27,25
267,20230206,21,40,36,0,3
267,20230207,29,70,2,0,2
267,20230208,38,80,4,0,36
267,20230209,53,100,31,0,32
267,20230210,60,120,51,0,61
267,20230211,48,90,59,0,33
267,20230212,19,50,55,0,18
267,20230213,24,50,50,0,10
267,20230214,26,50,30,0,0
267,20230215,39,80,35,0,0
267,20230216,59,110,67,63,11
267,20230217,87,200,85,0,47
267,20230218,80,170,87,26,12
267,20230219,50,120,65,0,40
267,20230220,95,160,79,0,59
267,20230221,43,100,78,6,13
267,20230222,37,80,64,7,19
267,20230223,43,120,60,7,16
267,20230224,92,190,55,41,25
267,20230225,81,200,45,3,58
267,20230226,44,120,23,0,70
267,20230227,35,110,33,0,65
267,20230228,29,60,32,45,2
267,20230301,28,90,13,0,0
267,20230302,50,90,30,0,2
267,20230303,46,100,49,0,65
267,20230304,62,120,54,9,41
267,20230305,49,110,42,5,37
267,20230306,57,150,35,90,34
267,20230307,71,150,32,5,56
267,20230308,34,90,18,0,65
267,20230309,45,110,14,96,16
267,20230310,93,200,10,152,6
